,Unnamed: 0,Unnamed: 0.1,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area,Factor_Riesgo_Manzana
52,52,52,53,8,82,8207,3,1,1,5,2897,8207031001005,28,11,17,0,0,22,0,0,27,10,0,10,10,10,10,0,0,0,0,0,0,0,0,10,0,0,0,4,0,6,0,0,0,0,9,1,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001005,-73.49244,-38.33889,ARAUCO,TIRÚA,3741,0.0014969259556268377
53,53,53,54,8,82,8207,3,1,1,4,2897,8207031001004,12,6,6,0,0,6,4,0,10,6,0,6,6,6,6,0,0,0,0,0,0,0,0,5,1,0,0,1,0,5,0,0,0,0,4,0,1,1,0,3,3,0,6,0,0,0,8,82,8207,8207031001004,-73.49337,-38.33919,ARAUCO,TIRÚA,6999,0.8003429061294471
54,54,54,55,8,82,8207,3,1,1,14,2897,8207031001014,70,31,39,7,10,47,6,0,51,25,0,23,25,23,25,0,0,0,0,0,0,0,0,21,2,0,0,0,0,23,0,0,0,0,17,1,5,0,0,16,7,0,23,0,0,0,8,82,8207,8207031001014,-73.49153000000003,-38.33912,ARAUCO,TIRÚA,7204,2.601943364797335
55,55,55,56,8,82,8207,3,1,1,33,2897,8207031001033,10,0,0,0,0,6,0,0,4,6,0,4,6,4,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001033,-73.48812,-38.33883,ARAUCO,TIRÚA,1624,0.0012315270935960593
56,56,56,57,8,82,8207,3,1,1,35,2897,8207031001035,19,8,11,0,0,11,0,0,12,10,0,7,10,7,9,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,8,82,8207,8207031001035,-73.48724,-38.33896,ARAUCO,TIRÚA,2864,0.1013268156424581
57,57,57,58,8,82,8207,3,1,1,32,2897,8207031001032,10,0,0,0,0,7,0,0,0,5,0,4,5,4,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,2,0,4,0,0,0,8,82,8207,8207031001032,-73.48874,-38.339079999999996,ARAUCO,TIRÚA,1755,0.0011396011396011397
58,58,58,59,8,82,8207,3,1,1,34,2897,8207031001034,12,6,6,0,0,10,0,0,7,8,0,4,8,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,82,8207,8207031001034,-73.48785,-38.3392,ARAUCO,TIRÚA,2875,0.0008347826086956521
59,59,59,60,8,82,8207,3,1,1,37,2897,8207031001037,30,16,14,0,6,19,0,0,17,12,0,10,12,10,12,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,0,0,1,0,6,0,3,1,0,1,8,1,10,0,0,0,8,82,8207,8207031001037,-73.48631,-38.33922000000001,ARAUCO,TIRÚA,2721,0.10220507166482912
60,60,60,61,8,82,8207,3,1,1,15,2897,8207031001015,71,37,34,7,11,45,8,0,45,24,0,23,24,25,23,0,0,0,0,0,1,0,0,21,2,0,0,0,0,23,0,0,0,0,23,0,0,0,0,21,2,0,22,0,0,0,8,82,8207,8207031001015,-73.49123,-38.3396,ARAUCO,TIRÚA,7074,3.002007350862313
61,61,61,62,8,82,8207,3,1,1,29,2897,8207031001029,27,12,15,0,4,20,0,0,18,14,0,13,14,13,14,0,0,0,0,0,0,0,0,11,2,0,0,0,0,13,0,0,0,0,13,0,0,0,0,11,2,0,13,0,0,0,8,82,8207,8207031001029,-73.48966999999998,-38.33945,ARAUCO,TIRÚA,3455,0.0015629522431259047
62,62,62,63,8,82,8207,3,1,1,38,2897,8207031001038,40,22,18,0,4,31,0,0,7,21,0,18,21,18,16,0,0,0,5,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,8,82,8207,8207031001038,-73.48671999999998,-38.33965,ARAUCO,TIRÚA,6008,0.5013315579227696
63,63,63,64,8,82,8207,3,1,1,31,2897,8207031001031,30,14,16,0,0,23,0,0,19,10,0,10,10,10,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001031,-73.48846999999998,-38.33945,ARAUCO,TIRÚA,2938,0.002042205582028591
64,64,64,65,8,82,8207,3,1,1,17,2897,8207031001017,29,13,16,0,0,21,0,0,28,11,0,9,11,10,11,0,0,0,0,0,0,0,0,7,2,0,0,1,0,7,1,0,0,0,9,0,0,0,0,6,3,0,9,0,0,0,8,82,8207,8207031001017,-73.49258,-38.33954,ARAUCO,TIRÚA,3088,0.0018782383419689121
65,65,65,66,8,82,8207,3,1,1,30,2897,8207031001030,40,19,21,0,0,33,0,0,13,20,0,19,20,19,20,0,0,0,0,0,0,0,0,4,15,0,0,1,0,18,0,0,0,0,18,1,0,0,0,3,16,0,19,0,0,0,8,82,8207,8207031001030,-73.4894,-38.33982,ARAUCO,TIRÚA,6385,0.0012529365700861394
66,66,66,67,8,82,8207,3,1,1,39,2897,8207031001039,40,17,23,0,10,24,0,0,20,20,0,14,20,14,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,8,82,8207,8207031001039,-73.48731,-38.3399,ARAUCO,TIRÚA,6301,0.0012696397397238535
67,67,67,68,8,82,8207,3,1,1,18,2897,8207031001018,48,23,25,0,8,35,0,0,16,18,0,14,18,14,18,0,0,0,0,0,0,0,0,13,1,0,0,0,0,14,0,0,0,0,14,0,0,0,0,13,1,0,13,0,0,0,8,82,8207,8207031001018,-73.49339,-38.33983,ARAUCO,TIRÚA,4631,0.0020729863960267762
68,68,68,69,8,82,8207,3,1,1,28,2897,8207031001028,26,14,12,0,0,19,0,0,7,11,0,9,11,9,11,0,0,0,0,0,0,0,0,8,1,0,0,0,0,9,0,0,0,0,9,0,0,0,0,8,1,0,9,0,0,0,8,82,8207,8207031001028,-73.49084,-38.34023,ARAUCO,TIRÚA,12464,0.000417201540436457
69,69,69,70,8,82,8207,3,1,1,40,2897,8207031001040,50,26,24,7,9,27,7,0,20,21,0,17,21,17,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,15,0,1,0,0,15,1,0,16,0,0,0,8,82,8207,8207031001040,-73.48793,-38.34016,ARAUCO,TIRÚA,6121,2.8016337199803956
70,70,70,71,8,82,8207,3,1,1,16,2897,8207031001016,31,11,20,0,7,21,0,0,28,16,0,13,16,13,15,0,0,1,0,0,0,0,0,8,5,0,0,2,0,11,0,0,0,0,13,0,0,0,0,8,5,0,13,0,0,0,8,82,8207,8207031001016,-73.49228000000002,-38.34,ARAUCO,TIRÚA,3076,0.0020156046814044214
71,71,71,72,8,82,8207,3,1,1,19,2897,8207031001019,11,0,0,0,0,11,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001019,-73.49415,-38.340109999999996,ARAUCO,TIRÚA,2382,0.0009235936188077247
72,72,72,73,8,82,8207,3,1,1,41,2897,8207031001041,38,21,17,0,6,29,0,0,21,16,0,14,16,14,16,0,0,0,0,0,0,0,0,13,1,0,0,0,0,14,0,0,0,0,11,0,1,2,0,10,4,0,14,0,0,0,8,82,8207,8207031001041,-73.48855,-38.34042,ARAUCO,TIRÚA,6445,0.001179208688906129
73,73,73,74,8,82,8207,3,1,1,20,2897,8207031001020,53,28,25,8,0,37,0,0,18,14,0,14,14,14,14,0,0,0,0,0,0,0,4,2,7,0,1,0,0,14,0,0,0,0,13,0,1,0,0,6,7,1,14,0,0,0,8,82,8207,8207031001020,-73.49368,-38.34053,ARAUCO,TIRÚA,12099,1.7008761054632615
74,74,74,75,8,82,8207,3,1,1,42,2897,8207031001042,27,13,14,0,4,19,0,0,10,11,0,10,11,10,11,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001042,-73.49022,-38.34111,ARAUCO,TIRÚA,29992,0.00018004801280341426
75,75,75,76,8,82,8207,3,1,1,27,2897,8207031001027,52,21,31,0,0,35,7,0,23,19,0,15,19,15,18,0,0,0,1,0,0,1,0,14,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,8,82,8207,8207031001027,-73.49186,-38.34065,ARAUCO,TIRÚA,5032,1.502066772655008
76,76,76,77,8,82,8207,3,1,1,26,2897,8207031001026,55,32,23,4,5,41,5,0,33,26,0,21,26,21,26,0,0,0,0,0,0,2,2,17,0,0,0,2,0,18,0,0,0,0,19,0,0,2,0,18,2,0,21,0,0,0,8,82,8207,8207031001026,-73.49283,-38.34086,ARAUCO,TIRÚA,6130,1.8017944535073411
77,77,77,78,8,82,8207,3,1,1,59,2897,8207031001059,55,26,29,5,5,40,5,0,19,23,0,20,23,20,22,0,0,0,1,0,0,0,1,16,2,0,1,0,0,20,0,0,0,0,20,0,0,0,0,17,2,1,20,0,0,0,8,82,8207,8207031001059,-73.48779,-38.341429999999995,ARAUCO,TIRÚA,8335,2.201319736052789
78,78,78,79,8,82,8207,3,1,1,23,2897,8207031001023,30,17,13,0,4,23,0,0,11,15,1,11,16,11,15,0,0,0,0,0,0,0,0,9,1,0,1,1,0,10,0,0,0,0,10,0,1,0,0,9,1,1,11,0,0,0,8,82,8207,8207031001023,-73.4939,-38.3413,ARAUCO,TIRÚA,5762,0.10104130510239501
79,79,79,80,8,82,8207,3,1,1,25,2897,8207031001025,42,19,23,5,5,25,7,0,15,18,0,17,18,17,18,0,0,0,0,0,0,0,0,11,6,0,0,0,0,17,0,0,0,0,13,0,3,0,0,9,7,0,16,0,0,0,8,82,8207,8207031001025,-73.49247,-38.341390000000004,ARAUCO,TIRÚA,6252,2.401343570057582
80,80,80,81,8,82,8207,3,1,1,58,2897,8207031001058,39,16,23,5,7,27,0,0,16,12,0,10,12,10,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,82,8207,8207031001058,-73.48832,-38.34165,ARAUCO,TIRÚA,4598,1.0016963897346673
81,81,81,82,8,82,8207,3,1,1,22,2897,8207031001022,31,18,13,0,0,25,0,0,18,15,0,11,15,11,15,0,0,0,0,0,0,0,0,5,6,0,0,1,0,10,0,0,0,0,9,0,0,0,0,4,5,0,11,0,0,0,8,82,8207,8207031001022,-73.49450999999998,-38.34191,ARAUCO,TIRÚA,6885,0.0009005083514887438
82,82,82,83,8,82,8207,3,1,1,57,2897,8207031001057,64,26,38,5,10,42,7,0,25,27,0,23,27,23,25,0,0,0,2,0,0,0,0,20,2,0,1,0,0,22,0,0,1,0,22,1,0,0,0,19,3,1,23,0,0,0,8,82,8207,8207031001057,-73.48877,-38.34185,ARAUCO,TIRÚA,6307,2.8020294910417
83,83,83,84,8,82,8207,3,1,1,24,2897,8207031001024,29,12,17,0,0,15,8,0,9,15,0,14,15,14,14,0,0,0,1,0,0,0,0,11,3,0,0,0,0,13,0,0,0,0,14,0,0,0,0,11,2,0,14,0,0,0,8,82,8207,8207031001024,-73.49351,-38.34183,ARAUCO,TIRÚA,5545,1.7010459873760144
84,84,84,85,8,82,8207,3,1,1,56,2897,8207031001056,24,11,13,0,0,15,4,0,17,15,0,11,15,11,15,0,0,0,0,0,0,0,0,7,4,0,0,0,0,11,0,0,0,0,11,0,0,0,0,7,4,0,11,0,0,0,8,82,8207,8207031001056,-73.48971999999998,-38.34176,ARAUCO,TIRÚA,3632,0.8013215859030838
85,85,85,86,8,82,8207,3,1,1,43,2897,8207031001043,28,15,13,0,0,18,5,0,11,14,0,11,14,11,14,0,0,0,0,0,0,0,0,10,1,0,0,0,0,11,0,0,0,0,11,0,0,0,0,10,1,0,11,0,0,0,8,82,8207,8207031001043,-73.4921,-38.34192,ARAUCO,TIRÚA,6371,1.000878982891226
86,86,86,87,8,82,8207,3,1,1,21,2897,8207031001021,13,5,8,0,0,8,0,0,0,4,0,4,4,4,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001021,-73.49535,-38.34228,ARAUCO,TIRÚA,12451,0.00020881856878965548
87,87,87,88,8,82,8207,3,1,1,51,2897,8207031001051,46,23,23,5,5,28,8,0,46,17,0,13,17,14,16,0,0,0,1,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,12,0,0,13,0,0,0,8,82,8207,8207031001051,-73.49061,-38.34214,ARAUCO,TIRÚA,3910,2.7023529411764704
88,88,88,89,8,82,8207,3,1,1,55,2897,8207031001055,50,20,30,6,7,29,8,0,23,20,0,18,20,18,20,0,0,0,0,0,0,0,0,16,2,0,0,1,0,17,0,0,0,0,17,1,0,0,0,16,2,0,18,0,0,0,8,82,8207,8207031001055,-73.48946,-38.34214,ARAUCO,TIRÚA,3452,2.802896871378911
89,89,89,90,8,82,8207,3,1,1,44,2897,8207031001044,17,11,6,0,0,12,0,0,9,10,0,9,10,9,9,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,8,82,8207,8207031001044,-73.49315,-38.34235,ARAUCO,TIRÚA,5304,0.000641025641025641
90,90,90,91,8,82,8207,3,1,1,50,2897,8207031001050,28,14,14,4,0,20,0,0,20,20,1,11,21,11,17,0,0,0,1,0,2,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,8,82,8207,8207031001050,-73.49167,-38.34256,ARAUCO,TIRÚA,9329,0.9006002787008254
91,91,91,92,8,82,8207,3,1,1,52,2897,8207031001052,40,15,25,6,0,29,0,0,39,17,0,16,17,16,17,0,0,0,0,0,0,0,0,7,9,0,0,1,0,14,1,0,0,0,15,0,1,0,0,6,10,0,16,0,0,0,8,82,8207,8207031001052,-73.49035,-38.34252,ARAUCO,TIRÚA,3535,1.2022630834512025
92,92,92,93,8,82,8207,3,1,1,61,2897,8207031001061,37,18,19,0,9,20,0,0,31,15,0,11,15,11,15,0,0,0,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,10,0,1,0,0,10,1,0,11,0,0,0,8,82,8207,8207031001061,-73.48806,-38.34251,ARAUCO,TIRÚA,3339,0.0022162324049116505
93,93,93,94,8,82,8207,3,1,1,54,2897,8207031001054,45,25,20,6,4,31,4,0,28,20,0,17,20,17,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,8,82,8207,8207031001054,-73.48921,-38.34253,ARAUCO,TIRÚA,3431,2.0026231419411253
94,94,94,95,8,82,8207,3,1,1,45,2897,8207031001045,23,10,13,0,0,0,0,0,12,12,0,8,12,8,12,0,0,0,0,0,0,0,2,6,0,0,0,0,0,8,0,0,0,0,5,0,0,3,0,5,3,0,8,0,0,0,8,82,8207,8207031001045,-73.49396,-38.34268,ARAUCO,TIRÚA,3263,0.0014097456328532026
95,95,95,96,8,82,8207,3,1,1,49,2897,8207031001049,25,14,11,0,0,19,0,0,0,10,0,9,10,9,10,0,0,0,0,0,0,0,0,8,1,0,0,5,0,4,0,0,0,0,9,0,0,0,0,8,1,0,9,0,0,0,8,82,8207,8207031001049,-73.49273000000002,-38.34299,ARAUCO,TIRÚA,7377,0.00067778229632642
96,96,96,97,8,82,8207,3,1,1,46,2897,8207031001046,12,7,5,0,0,7,0,0,6,4,0,4,4,4,4,0,0,0,0,0,0,0,1,2,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001046,-73.49488000000002,-38.343059999999994,ARAUCO,TIRÚA,6160,0.0003896103896103896
97,97,97,98,8,82,8207,3,1,1,53,2897,8207031001053,46,20,26,0,6,33,0,0,43,18,0,15,18,15,17,0,0,0,1,0,0,0,1,12,2,0,0,0,0,15,0,0,0,0,15,0,0,0,0,13,2,0,15,0,0,0,8,82,8207,8207031001053,-73.49011,-38.342909999999996,ARAUCO,TIRÚA,3535,0.1026025459688826
98,98,98,99,8,82,8207,3,1,1,63,2897,8207031001063,29,16,13,0,0,19,4,0,10,14,0,14,14,14,14,0,0,0,0,0,0,0,4,10,0,0,0,0,0,14,0,0,0,0,9,0,5,0,0,9,5,0,14,0,0,0,8,82,8207,8207031001063,-73.48871,-38.34295,ARAUCO,TIRÚA,3261,0.8017785955228458
99,99,99,100,8,82,8207,3,1,1,67,2897,8207031001067,13,8,5,0,0,8,0,0,0,9,0,4,9,4,8,0,0,0,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,82,8207,8207031001067,-73.49122,-38.34323,ARAUCO,TIRÚA,7259,0.10035817605730818
100,100,100,101,8,82,8207,3,1,1,64,2897,8207031001064,20,12,8,0,0,14,0,0,13,9,0,7,9,7,9,0,0,0,0,0,0,0,0,5,2,0,0,1,0,6,0,0,0,0,7,0,0,0,0,5,2,0,6,0,0,0,8,82,8207,8207031001064,-73.48923,-38.34314000000001,ARAUCO,TIRÚA,2722,0.0014695077149155034
101,101,101,102,8,82,8207,3,1,1,48,2897,8207031001048,8,0,0,0,0,4,4,0,0,5,0,5,5,5,4,0,0,0,0,0,1,0,2,3,0,0,0,1,0,4,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,82,8207,8207031001048,-73.49351999999998,-38.34332,ARAUCO,TIRÚA,4944,0.8003236245954694
102,102,102,103,8,82,8207,3,1,1,65,2897,8207031001065,25,12,13,0,5,18,0,0,15,11,0,10,11,10,11,0,0,0,0,0,0,1,1,6,1,0,0,0,0,10,0,0,0,0,8,0,1,1,0,6,3,0,9,0,0,0,8,82,8207,8207031001065,-73.4899,-38.34337,ARAUCO,TIRÚA,4209,0.0011879306248515087
103,103,103,104,8,82,8207,3,1,1,47,2897,8207031001047,17,8,9,0,0,11,0,0,10,4,0,4,4,4,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,1,3,0,0,1,0,0,3,1,4,0,0,0,8,82,8207,8207031001047,-73.49443000000002,-38.34369,ARAUCO,TIRÚA,9048,0.0003757736516357206
104,104,104,105,8,82,8207,3,1,1,68,2897,8207031001068,10,5,5,0,0,7,0,0,0,6,0,5,6,5,5,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,82,8207,8207031001068,-73.49226,-38.34369,ARAUCO,TIRÚA,5571,0.10035900197451086
105,105,105,106,8,82,8207,3,1,1,66,2897,8207031001066,11,5,6,0,0,7,0,0,4,8,0,5,8,5,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,4,1,0,5,0,0,0,8,82,8207,8207031001066,-73.49088,-38.343709999999994,ARAUCO,TIRÚA,4243,0.0005185010605703512
106,106,106,107,8,82,8207,3,1,1,70,2897,8207031001070,49,40,9,0,0,44,0,0,8,9,4,7,13,7,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,8,82,8207,8207031001070,-73.49291,-38.34421,ARAUCO,TIRÚA,7042,0.0013916500994035786
107,107,107,108,8,82,8207,3,1,1,69,2897,8207031001069,6,0,0,0,0,0,0,0,0,8,0,4,8,4,5,0,0,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,82,8207,8207031001069,-73.49194,-38.34417,ARAUCO,TIRÚA,3601,0.00033324076645376287
108,108,108,109,8,82,8207,3,1,1,36,2897,8207031001036,215,107,108,25,30,153,7,0,90,83,0,73,83,74,79,0,0,0,4,0,0,0,2,56,9,0,6,10,0,59,0,0,4,0,62,6,3,1,1,47,19,7,70,0,0,3,8,82,8207,8207031001036,-73.48524,-38.3393,ARAUCO,TIRÚA,123042,7.800349474163294
109,109,109,110,8,82,8207,3,1,1,72,2897,8207031001072,17,13,4,0,0,17,0,0,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82,8207,8207031001072,-73.49579,-38.34261,ARAUCO,TIRÚA,128535,2.6451939160539933e-05
110,110,110,111,8,82,8207,3,1,1,1,2897,8207031001001,47,28,19,6,4,33,4,0,39,12,2,12,14,12,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,12,0,0,0,0,12,0,0,0,0,11,1,0,12,0,0,0,8,82,8207,8207031001001,-73.49298,-38.33639,ARAUCO,TIRÚA,113323,2.0000829487394443
111,111,111,112,8,82,8207,3,1,1,500,2897,8207031001500,114,53,61,14,26,67,7,0,59,50,0,39,50,39,49,0,0,0,1,0,0,0,0,36,1,0,2,0,0,39,0,0,0,0,27,2,10,0,0,25,12,2,39,0,0,0,8,82,8207,8207031001500,-73.48765,-38.33631,ARAUCO,TIRÚA,145621,4.500156570824263
112,112,112,113,8,82,8207,3,1,1,501,2897,8207031001501,91,39,52,0,15,66,0,0,41,30,0,26,30,26,29,0,0,0,1,0,0,0,0,22,4,0,0,1,0,25,0,0,0,0,20,1,5,0,0,19,7,0,26,0,0,0,8,82,8207,8207031001501,-73.4907,-38.33684,ARAUCO,TIRÚA,58007,0.10031375523643699
113,113,113,114,8,82,8207,2,1,1,6,277,8207021001006,151,70,81,11,17,108,15,0,142,108,0,61,108,61,106,0,0,0,2,0,0,1,2,53,3,1,1,1,0,60,0,0,0,0,58,0,2,1,0,54,6,1,61,0,0,0,8,82,8207,8207021001006,-73.47699,-38.24512,ARAUCO,TIRÚA,190185,5.500158792754424
114,114,114,115,8,82,8207,2,1,1,5,277,8207021001005,14,8,6,0,0,10,0,0,12,7,0,6,7,7,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,5,0,1,0,0,2,4,0,6,0,0,0,8,82,8207,8207021001005,-73.48263,-38.24569,ARAUCO,TIRÚA,156990,1.783553092553666e-05
115,115,115,116,8,82,8207,2,1,1,1,277,8207021001001,46,23,23,7,0,32,0,0,29,13,0,10,13,10,13,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,10,0,0,0,0,7,3,0,10,0,0,0,8,82,8207,8207021001001,-73.4919,-38.24678,ARAUCO,TIRÚA,12478,1.4007372976438532
116,116,116,117,8,82,8207,2,1,1,3,277,8207021001003,65,30,35,5,9,44,7,0,34,25,0,21,25,21,25,0,0,0,0,0,0,1,2,17,1,0,0,0,0,21,0,0,0,0,19,0,2,0,0,18,3,0,20,0,0,0,8,82,8207,8207021001003,-73.49076,-38.24818,ARAUCO,TIRÚA,13838,2.400939442115913
117,117,117,118,8,82,8207,2,1,1,2,277,8207021001002,26,12,14,0,6,17,0,0,12,18,0,8,18,8,18,0,0,0,0,0,0,0,1,5,2,0,0,0,0,8,0,0,0,0,7,0,1,0,0,5,3,0,8,0,0,0,8,82,8207,8207021001002,-73.4915,-38.24758,ARAUCO,TIRÚA,8636,0.0006021306160259379
118,118,118,119,8,82,8207,2,1,1,13,277,8207021001013,28,16,12,0,0,21,0,0,12,17,0,10,17,10,16,0,0,0,0,0,1,0,0,5,5,0,0,0,0,10,0,0,0,0,10,0,0,0,0,5,5,0,10,0,0,0,8,82,8207,8207021001013,-73.48862,-38.24953,ARAUCO,TIRÚA,27155,0.0002062235315779783
119,119,119,120,8,82,8207,2,1,1,14,277,8207021001014,19,11,8,0,0,11,0,0,15,9,0,6,9,6,9,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,0,0,0,0,6,0,0,0,0,6,0,0,5,1,0,0,8,82,8207,8207021001014,-73.49035,-38.250679999999996,ARAUCO,TIRÚA,33067,0.00011491819638914931
120,120,120,121,8,82,8207,2,1,1,21,277,8207021001021,29,15,14,0,7,16,0,0,11,17,0,8,17,8,17,0,0,0,0,0,0,0,0,6,2,0,0,0,0,7,0,0,0,1,7,0,0,1,0,6,1,1,8,0,0,0,8,82,8207,8207021001021,-73.48742,-38.25121,ARAUCO,TIRÚA,8690,0.0006674338319907941
121,121,121,122,8,82,8207,2,1,1,19,277,8207021001019,35,17,18,4,6,25,0,0,30,12,0,12,12,12,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0,12,0,0,0,8,82,8207,8207021001019,-73.48552,-38.25069000000001,ARAUCO,TIRÚA,3614,0.8019369120088545
122,122,122,123,8,82,8207,2,1,1,22,277,8207021001022,29,14,15,0,0,20,0,0,17,10,0,9,10,9,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,8,0,1,0,0,8,1,0,9,0,0,0,8,82,8207,8207021001022,-73.48631999999998,-38.25134,ARAUCO,TIRÚA,4584,0.0012652705061082026
123,123,123,124,8,82,8207,2,1,1,23,277,8207021001023,25,11,14,0,0,17,0,0,9,7,0,7,7,7,7,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,1,0,7,0,0,0,8,82,8207,8207021001023,-73.48532,-38.2511,ARAUCO,TIRÚA,2756,0.00181422351233672
124,124,124,125,8,82,8207,2,1,1,24,277,8207021001024,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82,8207,8207021001024,-73.48486,-38.25128,ARAUCO,TIRÚA,752,0.0
125,125,125,126,8,82,8207,2,1,1,25,277,8207021001025,21,10,11,0,0,14,0,0,8,9,0,7,9,7,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,8,82,8207,8207021001025,-73.48573,-38.25154000000001,ARAUCO,TIRÚA,2861,0.001468018175463125
126,126,126,127,8,82,8207,2,1,1,27,277,8207021001027,46,25,21,5,0,36,0,0,37,17,0,15,17,15,17,0,0,0,0,0,0,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,14,1,0,15,0,0,0,8,82,8207,8207021001027,-73.48711,-38.25237,ARAUCO,TIRÚA,69701,1.000131992367398
127,127,127,128,8,82,8207,2,1,1,12,277,8207021001012,11,5,6,0,0,11,0,0,5,6,0,4,6,4,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,82,8207,8207021001012,-73.4869,-38.24843,ARAUCO,TIRÚA,22468,0.20009791703756455
